text,label,naive_bayes_prediction
bingo covid dunia panik abis omicron variant ekonomi krisis kalah dramatis us afganistan covid invasi negara nuklir rusia sekian perang hadir benua eropa chatgpt boom jabat militer us aku aliens nyata,Positif,Positif
lynxluna wkwk nanya chat gpt aja bilang ya beda layer beda technology layer framework yg ya separation of concernnya wkwk,Netral,Netral
chaeberriesmina pati po ata chat gpt,Netral,Netral
openai aku sulit alat beda tulis manusia chatgpt,Positif,Positif
artistsbase nggatau nder anggap pake chat gpt,Netral,Netral
pakai chatgpt cepat terima kerja,Positif,Positif
siri cakap chatgpt,Positif,Positif
nama dita lea secretnumber wkwk surce chat gpt secretnumberatlmacmusicfest,Negatif,Netral
chat gpt stabil pas engga stabil chat engga pakai akun aja udh lumayan,Positif,Positif
yeswedream chatgpt ilaykoum min jadis,Netral,Netral
pintar akurasi chatgpt turun thephraseid chatgpt openai artificialinteligence ai,Positif,Positif
ciri khas uni tiru chat gpt btw mudah loh artikel hasil pikir ai gantung pikir robot yah,Positif,Positif
milik ciri khas tulis era chat gpt uni karya tulis sidik jari orangorang baca tulis langsung identitas tulis oooh tulisanya gitu,Positif,Positif
chatgpt aj keliru makna salah ep akreditasi puskesmas lha plek ketiplek,Negatif,Negatif
chatgpt lg capek,Negatif,Negatif
bellobashir akwai amana tsakaninmu da chatgpt,Positif,Netral
goodnight frm dis hot dancehall singer karolekasita gaza azawi guinnessworldrecord emirates nketiah confessor saka afcon esau odegaard mimi naye coyg martinelli rwanda mbarara happybirthdaytaehyung prophetelvismbonye kagame trossard muhoozi smith rowe chatgpt,Positif,Positif
anjir serius selingkuh gak cakep istri,Negatif,Negatif
goodnight frm dis hot dancehall singer karolekasita gaza azawi guinnessworldrecord emirates nketiah confessor saka afcon esau odegaard mimi naye coyg martinelli rwanda mbarara happybirthdaytaehyung prophetelvismbonye kagame trossard muhoozi smith rowe chatgpt,Positif,Positif
treasuremenfess udah kaya chatgpt ajaa,Positif,Positif
gampang ngetik doang chatgpt,Netral,Netral
markaziy osiyo suniy intellekt assotsiatsiyasi xalqaro nodavlat notijorat tashkilotiga azo bolishni afzal tomonlaridan bir oyiga bolgan chatgpt azolar uchun bepul beriladi thanks aicaorg,Negatif,Negatif
btw ai image ga copyrightnya negara chatgpt open ai aja gugat nyt,Netral,Netral
bamwinejnr eno post nayo chat gpt kati omuntu agoinge waa,Netral,Netral
worksfess ngapain ajar chat gpt gunain,Netral,Netral
wajdilan youkeirwansyah xerneasrory mouldiesep ya website resmi ikn iya ngejelasin uavnya source chat gptcetak biru buat orang,Positif,Negatif
ofspringsnow terima kasih berry gatra tahap mula chatgpt,Positif,Positif
tes chatgpt senyawa gitu gugus asam karboksilat bilang senyawa gugus kenton ya sebenernya aja sih ikatab co ya tetep bener,Negatif,Negatif
chat gpt premium yg skrng zonabu zonauang zonaba,Netral,Netral
rxhimflp g stop using chat gpt for bars mujhsy likhwa liya kar mera ai trained hai,Netral,Netral
collegemenfess parafrase chat gpt asli lumayann,Positif,Positif
lunarieang aaaaak dapet cerita malem gabisa digoogling cari chatgpt diri hati luas,Positif,Positif
sigitwid nyata gibrantweet yg tertawa orang hilir digital rasio apbn terima pajak kebun binatang sgie dino patti djalal ainun nadjib chat gpt aja nggak naik pajak pilih,Positif,Positif
zbaeyi gajadi maaf omong ubah menit semangat upchar pakai chatgpt,Positif,Positif
chat gpt ver training sih,Negatif,Negatif
thanks to chat gpt bantu susun skripsi otak buntu,Negatif,Negatif
pyrocynigyat luigibru katterogkatter chatgpt midboyls rare wuigi,Netral,Netral
ha la hawla wa laa quwwata illa billah,Netral,Netral
heh ramal chatgpt ziont beneran buset,Netral,Netral
apocalypstck akwkakw anjir cepet banget kedeletenya kayak draft rencana ikn apa isi ngambil chat gpt ditranslate bahasa indo kayak persis wkwkwwkw,Positif,Positif
phoescity bentarr chat gpt generate,Netral,Netral
keiiko kalo chat chatgpt masuk selingkuh ga,Netral,Netral
asdfghjkl mending chatan chatgpt nyambung,Netral,Netral
gua yg parafrase pake chatgpt bilang tolong parafrase trimakasih mba sgt bantu,Negatif,Negatif
mengngamuk tp jujur yah tempat chatgpt bantu habis instrumen survei kek kuesioner gt tp yo tetep parafrase maneh soale kadang nyeleneh lek dicopas nak dokumen yg akses publik sifate sbg acu yo ojok mba mas,Positif,Negatif
tradingdiary rgoestama hrst beneran ai chat gpt segitu,Netral,Netral
bulan k,Netral,Netral
temen nyari ucap ultah cewenya pake chatgpt,Netral,Netral
aoaraiwama gue nanya chatgpt ngebug,Negatif,Netral
chatgpt asbun ver lucu bgt gakkuatttt rujak,Positif,Positif
saking sepi nya kah chat an chatgpt,Netral,Netral
ihluandre chat gpt nih,Negatif,Negatif
nurlisaulfa sepakat pikir ikn poin substansial kritik elaboratif kawan sayang orangorang riuh dakwa chatgpt bagi sahsah sesuai konteks,Positif,Positif
eh sumpahhh chat gpt asliii mudah proses ajar kayak yg butuh gambar dar paham aja sitasi gituuu love bangettttt,Positif,Positif
kalo chatgpt aja udah bilang tugas sulit emang beneran susah,Positif,Positif
kalah chat gpt,Negatif,Netral
gyprimelia xerneasrory chatgpt ambil internet tp limit ampe broo coba aja tntng film rilis hehe nyoba,Netral,Netral
putoryshh blom open dm kak,Netral,Netral
szhiori sudahh,Netral,Netral
bearjyo bang rick kalo nya pake chat gpt ajah,Netral,Netral
nampaknya pasuk client liat nak bayar mintak chatgpt karang surat lawyer,Netral,Positif
collegemenfess chat gpt aja dl ak pke chat gpt wkwk,Netral,Netral
kenyans chatgpt si watapata w,Netral,Netral
collegemenfess ribet sihh pake chat gpt depan kasih gin parafrase teks unik tone akademis ubah konteks hasil copas deepl ubah bahasa lanjut gambar,Positif,Positif
kimdbbyy chatgpt tinggal obrol,Netral,Netral
tonton ran akira kurosawa cuplik youtube sadar scenes gaya quentin tarantino iseng chatgpt quentin tarantino pengaruh akira kurosawa hasil yes,Positif,Positif
borsakaplani chatgpt merhabalarrr,Netral,Netral
disemangatin chatgpt wkwkwk,Positif,Netral
anjsng dah kek doi yg hobi copas chatgpt kalo tugas,Netral,Negatif
sukmaxum nurlisaulfa dasar karakter turnitin dkk algoritma kalah flawed chatgpt bahasa indonesia tulis acap kali sangka pakai ai dasar gemar bermainmain diksi,Positif,Positif
juta warga china pakai chatgpt versi lokal,Negatif,Negatif
gyprimelia xerneasrory chatgpt databasenya gak lebih november kecuali chatgpt,Negatif,Negatif
collegemenfess parafrase chat gpt coba nder wkwk,Netral,Netral
nurlisaulfa yess now were talking substantif arah kritik baubau chatgpt nih gimana validasi sumber tulis referensi serampang bola gulir situ,Positif,Positif
kalo chat nlp chat gpt anggap selingkuh cium bibir bibir pantai cium gimana sandar bahu bahu jalan,Positif,Positif
eh btw anak atvi jgn kaget ya buku isi dr chatgpt gin yg ngerjain anak intern d,Netral,Negatif
hadimuhsinali xerneasrory wkwk wadoh no komen nulis proses sunting profesor pake chatgpt positif thinking akademisi,Positif,Positif
chatgpt ngambil sumber ikn ikn copas chatgpt,Netral,Netral
wapamungkas nambahin jg cetak biru ikn rilis chatgpt kasih informasi maksimal nya,Negatif,Negatif
youkeirwansyah xerneasrory mouldiesep chatgpt cuman data gabisa source data website bikin,Netral,Netral
akoabdu kak ako la telegram yan la viber bnusa chatgpt chatek ahene lawe har prsyarek lasar hat babatek hawbu bika wallamt ayatawa bas ba englizi enja etr bika ba raport w tawaw,Netral,Netral
treasuremenfess liat chat gpt,Netral,Netral
aramuhukunda nanya pake chat gpt kak udah cek program gratis internet kalo kirim dm program,Positif,Positif
wapamungkas kalimat nya kak english yg chatgpt kalimat kaya kalimat yg terjemah,Positif,Positif
binmahimil kalo jawab gambar lampir letak terjemah aneh diksi aneh langsung dakwa pakai chatgpt,Positif,Positif
umbrellca chatgpt tuh,Netral,Netral
kak km admin chat gpt,Netral,Netral
wapamungkas masalahin orang krn tulis kota negara yg anggar ratus triliun kak jd harap yaa dasar riset kaji yg dalam kmrn lampir jg nama ahli yg libat gak nyangka ujung pake chatgpt,Positif,Positif
chatgpt inashangaa huyu msee alienda wapi,Negatif,Negatif
bodoh teman laku bikin methode statemen sat pakai chat gpt consultant electrical nya tau parah ye,Negatif,Positif
mah narasi lu aj org kek jelek jelek in jatuh balik chatgpt yg ngambil source,Negatif,Negatif
lanjutin aja tuh ibukota bas chatgpt,Netral,Netral
xerneasrory kalo full translate emang chatgpt kalo nggak full,Netral,Netral
simpul cetak biru ikn copas chatgpt screenshot pakai chatgpt memang idk man i dont fw ikn too but what kind of argument is this and why it gets so many likes,Netral,Netral
aing cape kuliah ngelmu tulis tulis editorial puebi dll plus magang struggle nyari kerja sampe detik meanwhile yg hire negara bikin penting pake chat gpt anjiiiiiing bajingaaaaaaaan,Positif,Positif
 bosen ngobrol sm chatgpt diskusiin skripsi,Negatif,Negatif
xerneasrory chatgpt ambil situ,Netral,Netral
xerneasrory proyek ambil apbn duit investor pake chatgpt,Positif,Positif
they really said ngapain capek riset analisis parafrase copas chatgpt,Negatif,Negatif
minimal kalo pake chatgpt tuh canggih dikit ndan cari resource yg kredibel gt download filenya gt summarize pake chatgpt biar ya seengganya biar jamin kalo sourcenya emg oke klo dr chatgpt doang mah gabisa jamin akurasi info,Negatif,Negatif
hmmm not necessarily cetak biru ikn definisi copas jurnal yg udah chatgpt jg ngutip sumber yg itu si blueprint ikn gak nyantumin sumber,Netral,Netral
waspapping officialdssng hqnigerianarmy skefason pwajokjane solomonbuchi malu,Negatif,Negatif
manfaat ainya udah diimplementasiin tahap susun blueprint ya pack xixixi alias pakarpakar badan otorita ajggg klo outputnya modal chatgpt kek gin,Positif,Positif
xerneasrory mouldiesep chatgpt nya yg copas dr situ bang abang salah sangka gituu,Negatif,Negatif
chatgpt ambil cetak biru ikn autentik tulis kaum ahli bidang,Positif,Positif
xerneasrory fjradi uang pajak rakyat pikir pake chat gpt gk beda sgie debat,Positif,Positif
collegemenfess bot chat gpt premium yg wa jawab mantepp,Positif,Netral
temu jurnal chat gpt aksi,Netral,Netral
pothatoeic blueprint ambil chat gpt gimana,Positif,Positif
treasuremenfess kyu chat gpt,Netral,Netral
pinacolada chat gpt kida baca u sen matiju beckovic,Negatif,Negatif
kek chat gpt,Netral,Netral
buset alur chatgpt nya kaya gua explain bahasa inggris translate indonesia parafrasa indonesia,Positif,Positif
aliyah chatgpt ku,Netral,Netral
biunitesky gas fungsi chat gpt wkwkwkwkkwwkkw,Netral,Netral
typo ubah gua gapunya chat gpt hehe pake,Negatif,Negatif
loveinjulie chatgpt yak,Netral,Netral
kayak nyari ilmu chatgpt kata wkwkwk,Positif,Positif
eurrnsoo gapapa chatgpt usaha bantu,Positif,Positif
azamuddin blm nyoba copilot dsb anti suggestion ai buka chatgpt copywriting doang,Netral,Netral
niotokis wkwkwk jgn jgn yg indonesia malaysia bekas admin chatgpt nya,Negatif,Negatif
media as new york times gugat openai microsoft anggap langgar hak cipta chatgpt data musnah,Netral,Netral
treasuremenfess pake chat gpt yh kyu,Netral,Netral
absoluteiyangel sudahh,Netral,Netral
gabbybugaga gabby ico congereza ugikuye kur chatgpt aka application kandi wokoresha pour humaniser tes tweets urugendo rwiza aho uroye uzororanirwe mu matora,Positif,Positif
makasih chatgpt,Negatif,Negatif
usero coba kak,Netral,Netral
sallehsaidd tekan chatgpt eh,Netral,Netral
oh chatgpt iterate create dataframe berat banget makan memory mangkanya heap space ubah list aja jadiin dataframe ujung instead of dataframe union bigger dataframe the more you know,Negatif,Negatif
bunnyrcket bolehh,Netral,Netral
ptpt tutor app prem paket lengkap kak padmaneed orang zonauang zonajajan zonaba,Negatif,Negatif
chat gpt kah lu wkwkw,Netral,Netral
mwahira iyah abang kuat skip skip chatgpt aman,Positif,Positif
aplikasi nlp chatgpt google bard microsoft copilot,Netral,Netral
reyzaalfian haloo kaa dm ttg part time barista nda yaah,Netral,Netral
bisa gua curhat chatgpt,Negatif,Negatif
yogeshrajputk chatgpt pr ah,Netral,Netral
kadalarisan nyaman chatgpt,Positif,Netral
howoopetals udh bgt kasus blm rame chat gpt wkwkwk,Netral,Netral
mesti chatgpt pstu paraphrase,Netral,Netral
shivamkr trishaaaaaaaaa suna tha chat gpt profesional kamo k lye hai ye bkchdi bhi krta hai woh,Positif,Netral
ssefnum chatgpt kunci,Netral,Netral
the new york times gugat chatgpt openai duga langgar cipta gugat kait artikelartikel the new york times latih cerdas buat openai uang kembang usaha chatgpt,Positif,Positif
hogyabhaimera trishaaaaaaaaa galat meaning h bhai chat gpt prr daldo bta dega,Netral,Netral
lunailyn banget wkwkwk lu gak bales chat orang pake chatgpt gua,Negatif,Negatif
bodo pakai chatgpt maaf,Positif,Netral
chatgpt inashangaa huyu msee alienda wapi,Negatif,Negatif
tiga capres gak gitu program subsidi subscribe chatgpt ahrefs semrush perplexity canva grammarly kerja kreatif kalo ambil suara,Positif,Positif
chatgpt letak last chatgpt raja chatbot llm google rangkak nak kejar gpt draf kerangka novel jadual cadang idea install copywriter plugin,Negatif,Negatif
claude model proprietary okay canggih chatgpt telan kata k maksud upload document claude semak rumus terjemah lapis draf email mantap claude ni,Positif,Positif
krisis terpa chatgpt gugat the new york times ancam hadir openai microsoft,Negatif,Negatif
jonghojoestarr translate chatgpt aja ra wkwk,Netral,Netral
omsentottttt gausa dikerjain yg nama chatgpt,Netral,Netral
chatgpt inashangaa comrades mulienda wapi,Negatif,Negatif
chatgpt nama usaha,Positif,Netral
ssefnum chat gpt pake indo kah,Netral,Netral
mw pacar yg fast responnya kyk chatgpt,Netral,Netral
ku hadap uji chatgpt,Netral,Netral
startup tutup lanjut salah satu jd id resmi setop operasional maret baca lengkap kaleidoskop jd id tutup chatgpt tiktok gabung tokopedia startup tiktok,Positif,Positif
ide ngebantu developer nyoba api chatgpt repot mikirin kartu kredit stacknya laravel simple request masuk kece call api openai return response authentikasi pake google account palai socialite library,Positif,Positif
convomfs ilmu dokter nya chat gpt,Netral,Netral
shu chatgpt chiqqanidan talabalarimning menga yozadigan emaillari saviyasi va ravonligi juda yaxshilandida endi ularni nima demoqchi bolganini qiynalmasdan tushunyapman otasiga rahmat,Positif,Positif
rudisobari abangnyapatrick margianta cuman lu doang ngomong dobel standar krn orang yg ngomong dobel standar diamdiam dobel standar cuman yg tau jd pikir orang laku,Positif,Positif
rudisobari abangnyapatrick margianta gw dobel standar gw blg tdk terima ungsi mana palestina rohingya singapura malaysia australia filipina mana kapasitas dobel standar nya,Positif,Positif
rudisobari abangnyapatrick margianta agama gw urus bicara manusia vs realistis bukti berulangulang negaranegara eropa aja yg maju terima ungsi syria segitu skrg timbul konflik horizontal its a fact,Positif,Positif
rudisobari abangnyapatrick margianta kapal usaha terima tumpang kapasitas kapal bs karam yg tjd video jg salah tanda timbul bnyk mslh silah org palestina blg tp hormat suara warga lokal yg blg,Positif,Positif
microsoft lainlain new york times klaim openai langgar hak cipta artikelartikel publikasi situs web bahan latih chatgpt,Negatif,Positif
microsoft xiaoice usaha teknologi china microsoft new york times openai langgar hak cipta kembang chatgpt teknologi saing,Positif,Positif
media amerika chatgpt musnah,Netral,Netral
irwndfrry tinggal ngomong ngerokok ngomongnya lambatin dah cocok kostum halloween ferry irwandi,Positif,Positif
jwmes kitscv ajggg mah mending chatgpt aja rell,Netral,Netral
wangidollar worksfess online sih banyak free kayak google garage youtube web course gitu paid free kayak myskill udemy dll pokok kalo kasih rekomendasi web ajar gratis cobain cari info via chat gpt kalo,Positif,Positif
edzulfikar anjir tau writting pake chatgpt,Netral,Netral
rudisobari abangnyapatrick margianta demo palestina quota utk twitteran tp ga quota utk googling,Netral,Negatif
rudisobari abangnyapatrick margianta yg bilang tdk bela kutuk tindas warga rohingya ga org bikin statement rohingya demo dubes cari noh google lu tu kumpul funny moment bikin cerita fiktif trus salah orang dasar cerita fiktif,Negatif,Negatif
dlsym yg gambar wkwk kadang pake chatgpt,Netral,Netral
azamuddin coba tanyain pack pake chatgpt ga,Netral,Netral
chatgpt sgt wellsgt bantu,Netral,Netral
i still love talking to chatgpt kangen interaksi personal hahaha,Positif,Positif
chxxjn akuu murmer amp percaya no plagiat no chat gptai,Positif,Positif
rudisobari abangnyapatrick margianta bela terima tampung ungsi yg beda you saw me as funny i see myself as realist paham kapasitas mampu superpower dgn sumber daya batas teknologi jaman tdk kapasitas tampung ungsi darimanapun,Positif,Positif
